7069896it [05:12, 22650.58it/s]
1371 1000003240 867
1372 1000000816 866
1373 1000004061 864
1374 1000015826 863
1375 1000004111 862
1376 1000002105 859
1377 1000006400 858
1378 1000014895 858
1379 1000005814 857
1380 1000002378 857
1381 1000014300 854
1382 1000005487 853
1383 1000018451 853
1384 1000003427 853
1385 1000013478 852
1386 1000019875 851
1387 1000002688 850
1388 1000018585 847
1389 1000016125 847
1390 1000018064 847
1391 1000002295 847
1392 1000017189 846
1393 1000002755 845
1394 1000010162 845
1395 1000013550 844
1396 1000013379 844
1397 1000002582 842
1398 1000011335 842
1399 1000002275 841
1400 1000005896 840
1401 1000008776 839
1402 1000016456 839
1403 1000017935 838
1404 1000012356 838
1405 1000018632 836
1406 1000003328 835
1407 1000014298 834
1408 1000012527 833
1409 1000018983 832
1410 1000018225 831
1411 1000016476 829
1412 1000007879 828
1413 1000007414 827
1414 1000015208 827
1415 1000014136 825
1416 1000005313 825
1417 1000006505 824
1418 1000018380 824
1419 1000002758 823
1420 1000009267 822
1421 1000008134 822
1422 1000002629 821
1423 1000013394 821
1424 1000008749 821
1425 1000005826 820
1426 1000002565 820
1427 1000016138 819
1428 1000016410 818
1429 1000002842 818
1430 1000008367 818
1431 1000005501 816
1432 1000004484 815
1433 1000012886 815
1434 1000018587 812
1435 1000006418 812
1436 1000001898 812
1437 1000004331 811
1438 1000016093 810
1439 1000010808 809
1440 1000014412 808
1441 1000002790 808
1442 1000014518 808
1443 1000010022 807
1444 1000010887 807
1445 1000021798 806
1446 1000002271 804
1447 1000001748 803
1448 1000016300 803
1449 1000002248 803
1450 1000008795 798
1451 1000006545 796
1452 1000014305 796
1453 1000012476 796
1454 1000019028 795
1455 1000016484 794
1456 1000002061 793
1457 1000002888 793
1458 1000005525 792
1459 1000015539 791
1460 1000010708 791
1461 1000015702 791
1462 1000008763 791
1463 1000003979 790
1464 1000018025 788
1465 1000003817 787
1466 1000013437 783
1467 1000001393 779
1468 1000010540 776
1469 1000014924 775
1470 1000016474 775
1471 1000001398 773
1472 1000003466 773
1473 1000000540 772
1474 1000012381 772
1475 1000000416 771
1476 1000018979 771
1477 1000000538 771
1478 1000007722 770
1479 1000016920 770
1480 1000016460 768
1481 1000014353 768
1482 1000014883 768
1483 1000013117 767
1484 1000002466 767
1485 1000010057 766
1486 1000010865 765
1487 1000010706 763
1488 1000010118 763
1489 1000010451 763
1490 1000002995 762
1491 1000000534 761
1492 1000016746 761
1493 1000006933 758
1494 1000016348 757
1495 1000015163 757
1496 1000005968 757
1497 1000003960 754
1498 1000005399 754
1499 1000015647 753
1500 1000000559 752
1501 1000017061 750
1502 1000017071 750
1503 1000004187 750
1504 1000008830 749
1505 1000016123 748
1506 1000018577 748
1507 1000013013 747
1508 1000014970 747
1509 1000012493 746
1510 1000005818 746
1511 1000010922 745
1512 1000002578 744
1513 1000008818 742
1514 1000003724 742
1515 1000004536 741
1516 1000017183 740
1517 1000004526 740
1518 1000016744 740
1519 1000001981 738
1520 1000022518 737
1521 1000019047 737
1522 1000002852 736
1523 1000003964 736
1524 1000011634 735
1525 1000008757 735
1526 1000008877 734
1527 1000002254 733
1528 1000000506 732
1529 1000019114 731
1530 1000003591 730
1531 1000002886 729
1532 1000012366 728
1533 1000015024 726
1534 1000005322 725
1535 1000000568 724
1536 1000002258 724
1537 1000015824 724
1538 1000016446 722
1539 1000021448 722
1540 1000011393 722
1541 1000022389 720
1542 1000009632 718
1543 1000000411 718
1544 1000010469 718
1545 1000016534 717
1546 1000015155 717
1547 1000014079 716
1548 1000001771 715
1549 1000004316 715
1550 1000003949 715
1551 1000006716 714
1552 1000014071 712
1553 1000002135 711
1554 1000014351 711
1555 1000000580 710
1556 1000013832 709
1557 1000006058 709
1558 1000014916 709
1559 1000015732 709
1560 1000018109 708
1561 1000014932 708
1562 1000009650 706
1563 1000006362 705
1564 1000019045 704
1565 1000004436 704
1566 1000008767 703
1567 1000002664 702
1568 1000016434 700
1569 1000013260 700
1570 1000010665 700
1571 1000015882 699
1572 1000007742 699
1573 1000006792 699
1574 1000016734 698
1575 1000010063 697
1576 1000021520 696
1577 1000001746 696
1578 1000006726 696
1579 1000007164 695
1580 1000015838 694
1581 1000002051 694
1582 1000011002 693
1583 1000007110 693
1584 1000002498 692
1585 1000000285 691
1586 1000002373 690
1587 1000007338 690
1588 1000001254 688
1589 1000003462 688
1590 1000013453 688
1591 1000004176 687
1592 1000012877 687
1593 1000014163 687
1594 1000002229 684
1595 1000008579 684
1596 1000015508 683
1597 1000009946 683
1598 1000002427 683
1599 1000017927 682
1600 1000017185 681
1601 1000010868 681
1602 1000018846 681
1603 1000002796 680
1604 1000020417 679
1605 1000012987 678
1606 1000004392 677
1607 1000007300 676
1608 1000003802 676
1609 1000018728 676
1610 1000005540 675
1611 1000016603 675
1612 1000006406 674
1613 1000001266 673
1614 1000002962 673
1615 1000002830 673
1616 1000015830 671
1617 1000012281 671
1618 1000022209 671
1619 1000002483 670
1620 1000009671 670
1621 1000017939 670
1622 1000011915 669
1623 1000002322 669
1624 1000014182 665
1625 1000000472 665
1626 1000016581 665
1627 1000014259 663
1628 1000004482 662
1629 1000002844 661
1630 1000017709 661
1631 1000014911 661
1632 1000015822 660
1633 1000018156 658
1634 1000019200 658
1635 1000003404 658
1636 1000012931 658
1637 1000019754 657
1638 1000014274 657
1639 1000015565 656
1640 1000003268 655
1641 1000014930 655
1642 1000007894 654
1643 1000005623 654
1644 1000019470 653
1645 1000002512 653
1646 1000016398 652
1647 1000006056 652
1648 1000004467 651
1649 1000003353 651
1650 1000016752 651
1651 1000002878 651
1652 1000008692 650
1653 1000010639 650
1654 1000018348 649
1655 1000002850 648
1656 1000014044 648
1657 1000020423 648
1658 1000010714 647
1659 1000018093 647
1660 1000012921 645
1661 1000015551 645
1662 1000017063 644
1663 1000002312 644
1664 1000006160 644
1665 1000002375 643
1666 1000009104 642
1667 1000010793 641
1668 1000017917 641
1669 1000000372 641
1670 1000006396 641
1671 1000003943 639
1672 1000017761 639
1673 1000019126 639
1674 1000010575 638
1675 1000014938 638
1676 1000004367 637
1677 1000019618 636
1678 1000012797 635
1679 1000004044 635
1680 1000014179 635
1681 1000018080 634
1682 1000003600 633
1683 1000017822 632
1684 1000007807 632
1685 1000005834 630
1686 1000014637 629
1687 1000014976 628
1688 1000011454 628
1689 1000012271 628
1690 1000016210 627
1691 1000006696 625
1692 1000002546 624
1693 1000006621 623
1694 1000006408 622
1695 1000016250 622
1696 1000008049 621
1697 1000013133 620
1698 1000008810 619
1699 1000011009 619
1700 1000007174 618
1701 1000015618 617
1702 1000012301 616
1703 1000005412 616
1704 1000016700 615
1705 1000010172 615
1706 1000012024 614
1707 1000003548 614
1708 1000020841 614
1709 1000011530 612
1710 1000000381 612
1711 1000015890 612
1712 1000014120 609
1713 1000003999 608
1714 1000000557 608
1715 1000000435 606
1716 1000007107 606
1717 1000002832 606
1718 1000004345 604
1719 1000020001 601
1720 1000018130 601
1721 1000017957 601
1722 1000019168 601
1723 1000003697 601
1724 1000005463 600
1725 1000015153 600
1726 1000016373 600
1727 1000002119 600
1728 1000018736 600
1729 1000018800 600
1730 1000020007 598
1731 1000005808 597
1732 1000015940 596
1733 1000008793 596
1734 1000018189 594
1735 1000018237 592
1736 1000005950 592
1737 1000018368 590
1738 1000012385 588
1739 1000019756 587
1740 1000017897 587
1741 1000010963 587
1742 1000014835 586
1743 1000014231 586
1744 1000019639 585
1745 1000014951 584
1746 1000003709 583
1747 1000002441 583
1748 1000002474 583
1749 1000002310 583
1750 1000016740 581
1751 1000014568 579
1752 1000008812 579
1753 1000008535 576
1754 1000017931 576
1755 1000012655 575
1756 1000015327 575
1757 1000006010 575
1758 1000016619 575
1759 1000014528 575
1760 1000015736 574
1761 1000003985 574
1762 1000016344 573
1763 1000017895 573
1764 1000004692 572
1765 1000004420 572
1766 1000012936 572
1767 1000002419 571
1768 1000014058 570
1769 1000005940 570
1770 1000014566 570
1771 1000006206 570
1772 1000022604 569
1773 1000015415 568
1774 1000003315 568
1775 1000017810 567
1776 1000013021 567
1777 1000013001 567
1778 1000013355 565
1779 1000010686 565
1780 1000010946 565
1781 1000013040 565
1782 1000005592 563
1783 1000002591 563
1784 1000018556 563
1785 1000002588 562
1786 1000007081 562
1787 1000000483 562
1788 1000014814 561
1789 1000018103 560
1790 1000000874 560
1791 1000019534 559
1792 1000020763 559
1793 1000003782 559
1794 1000006390 559
1795 1000016362 558
1796 1000011477 557
1797 1000013283 557
1798 1000017979 557
1799 1000006040 556
1800 1000003351 555
1801 1000013019 554
1802 1000019881 554
1803 1000010009 553
1804 1000002172 553
1805 1000001290 552
1806 1000001979 552
1807 1000017705 552
1808 1000015074 552
1809 1000018049 552
1810 1000007754 552
1811 1000002031 552
1812 1000008916 551
1813 1000004474 551
1814 1000018370 551
1815 1000016540 549
1816 1000005864 548
1817 1000018148 547
1818 1000007106 547
1819 1000008082 547
1820 1000007166 545
1821 1000001954 545
1822 1000003997 544
1823 1000011405 543
1824 1000017993 543
1825 1000010593 543
1826 1000007023 542
1827 1000012245 540
1828 1000018936 539
1829 1000016236 538
1830 1000014922 537
1831 1000006214 536
1832 1000016645 535
1833 1000019856 534
1834 1000017961 534
1835 1000014998 534
1836 1000005700 534
1837 1000009316 533
1838 1000011020 533
1839 1000005668 533
1840 1000017997 533
1841 1000004164 533
1842 1000008975 533
1843 1000014480 531
1844 1000017913 531
1845 1000018594 531
1846 1000006702 530
1847 1000014861 529
1848 1000014716 528
1849 1000005856 527
1850 1000002204 527
1851 1000015670 527
1852 1000014418 527
1853 1000014167 526
1854 1000008991 526
1855 1000005784 526
1856 1000007886 525
1857 1000011347 525
1858 1000020711 525
1859 1000007369 525
1860 1000014161 524
1861 1000012236 524
1862 1000019253 523
1863 1000019065 522
1864 1000014547 522
1865 1000012941 521
1866 1000004413 520
1867 1000015936 520
1868 1000005666 520
1869 1000013766 519
1870 1000005754 519
1871 1000017975 519
1872 1000020739 519
1873 1000007401 519
1874 1000005426 518
1875 1000014702 518
1876 1000004452 518
1877 1000012213 517
1878 1000016560 516
1879 1000003397 516
1880 1000018758 516
1881 1000002882 515
1882 1000017326 515
1883 1000013011 515
1884 1000016918 515
1885 1000014002 513
1886 1000018671 513
1887 1000008918 512
1888 1000016508 512
1889 1000013137 512
1890 1000018340 511
1891 1000003005 511
1892 1000006024 510
1893 1000005830 508
1894 1000010766 508
1895 1000004174 507
1896 1000019193 507
1897 1000006851 506
1898 1000004041 505
1899 1000001964 505
1900 1000002993 505
1901 1000004490 504
1902 1000004012 503
1903 1000006412 503
1904 1000006514 503
1905 1000018519 502
1906 1000003823 501
1907 1000002488 501
1908 1000003680 501
1909 1000006619 500
1910 1000020821 500
1911 1000011391 500
1912 1000010857 499
1913 1000006481 499
1914 1000013005 499
1915 1000018762 498
1916 1000006465 497
1917 1000012428 497
1918 1000002608 497
1919 1000018712 497
1920 1000018509 495
1921 1000003687 495
1922 1000006935 495
1923 1000008989 495
1924 1000014740 495
1925 1000015176 495
1926 1000003653 495
1927 1000005603 494
1928 1000006131 494
1929 1000003456 493
1930 1000018501 493
1931 1000015547 493
1932 1000014034 492
1933 1000016174 491
1934 1000006635 491
1935 1000016532 490
1936 1000016119 489
1937 1000006911 488
1938 1000009995 488
1939 1000008872 487
1940 1000015146 487
1941 1000014555 487
1942 1000019134 487
1943 1000018517 486
1944 1000022421 486
1945 1000016099 485
1946 1000018652 485
1947 1000012255 484
1948 1000013025 484
1949 1000004309 484
1950 1000012243 483
1951 1000022391 483
1952 1000020851 482
1953 1000018017 482
1954 1000015752 482
1955 1000000253 481
1956 1000016504 481
1957 1000012342 480
1958 1000019869 480
1959 1000005832 480
1960 1000007926 480
1961 1000018600 479
1962 1000001778 479
1963 1000010011 478
1964 1000015258 477
1965 1000013256 476
1966 1000003616 476
1967 1000002452 476
1968 1000002425 475
1969 1000015870 474
1970 1000016379 474
1971 1000005545 474
1972 1000015553 473
1973 1000000451 473
1974 1000008843 473
1975 1000017909 473
1976 1000017919 472
1977 1000003649 472
1978 1000002516 472
1979 1000017878 472
1980 1000019991 472
1981 1000005272 471
1982 1000003643 471
1983 1000006060 470
1984 1000000601 470
1985 1000022429 470
1986 1000018634 470
1987 1000016978 470
1988 1000004009 469
1989 1000000345 469
1990 1000003033 469
1991 1000004341 469
1992 1000014024 466
1993 1000005584 466
1994 1000011420 466
1995 1000005619 466
1996 1000013371 465
1997 1000003968 465
1998 1000015748 465
1999 1000019736 465
2000 1000002027 465
2001 1000002445 465
2002 1000015190 465
2003 1000013247 464
2004 1000002411 464
2005 1000005658 464
2006 1000004225 464
2007 1000014651 464
2008 1000007096 464
2009 1000002435 463
2010 1000005692 463
2011 1000017037 463
2012 1000010629 462
2013 1000017707 461
2014 1000010976 460
2015 1000016242 460
2016 1000006452 460
2017 1000013304 460
2018 1000017925 459
2019 1000006008 458
2020 1000008533 458
2021 1000017866 458
2022 1000009665 458
2023 1000003664 457
2024 1000010981 456
2025 1000012849 456
2026 1000003447 455
2027 1000013302 455
2028 1000004488 455
2029 1000019417 455
2030 1000004060 455
2031 1000001288 455
2032 1000011443 454
2033 1000001888 454
2034 1000014385 453
2035 1000014698 453
2036 1000016340 453
2037 1000019468 452
2038 1000014553 452
2039 1000016129 452
2040 1000014867 452
2041 1000014410 451
2042 1000005328 451
2043 1000012511 451
2044 1000010399 450
2045 1000005718 450
2046 1000018836 450
2047 1000011947 450
2048 1000019748 450
2049 1000002053 449
2050 1000004154 449
2051 1000007433 449
2052 1000000700 449
2053 1000014570 449
2054 1000002336 449
2055 1000016238 449
2056 1000009983 449
2057 1000014940 448
2058 1000008080 448
2059 1000012985 448
2060 1000016589 448
2061 1000006316 447
2062 1000006740 447
2063 1000003988 447
2064 1000017746 447
2065 1000012359 446
2066 1000018689 446
2067 1000018669 446
2068 1000014974 445
2069 1000015311 444
2070 1000018650 444
2071 1000018248 443
2072 1000003623 443
2073 1000017571 443
2074 1000014720 443
2075 1000004115 441
2076 1000017848 441
2077 1000022213 441
2078 1000000508 441
2079 1000010956 441
2080 1000015464 441
2081 1000003305 440
2082 1000002826 440
2083 1000010972 440
2084 1000009997 439
2085 1000018319 438
2086 1000014143 438
2087 1000010773 438
2088 1000000447 438
2089 1000006046 437
2090 1000017808 436
2091 1000009634 436
2092 1000006200 435
2093 1000005542 434
2094 1000005778 434
2095 1000003359 434
2096 1000018352 433
2097 1000012383 432
2098 1000003678 432
2099 1000022413 431
2100 1000005936 431
2101 1000015555 431
2102 1000020697 430
2103 1000013443 430
2104 1000017324 429
2105 1000005730 429
2106 1000006923 429
2107 1000011596 429
2108 1000014631 428
2109 1000006382 427
2110 1000019604 427
2111 1000005792 427
2112 1000009954 427
2113 1000018796 426
2114 1000002880 426
2115 1000013740 426
2116 1000003853 425
2117 1000018798 425
2118 1000019655 425
2119 1000016083 424
2120 1000005401 424
2121 1000002023 424
2122 1000007449 424
2123 1000016073 424
2124 1000016643 424
2125 1000009557 424
2126 1000015795 423
2127 1000013396 423
2128 1000019386 423
2129 1000010754 423
2130 1000000293 423
2131 1000015549 422
2132 1000005599 422
2133 1000017107 422
2134 1000007349 421
2135 1000005992 421
2136 1000006999 420
2137 1000020291 420
2138 1000005315 419
2139 1000016346 419
2140 1000003003 418
2141 1000022353 418
2142 1000010583 417
2143 1000004161 417
2144 1000009077 416
2145 1000015804 416
2146 1000004004 415
2147 1000013362 415
2148 1000016967 415
2149 1000000830 414
2150 1000006162 414
2151 1000015360 414
2152 1000018951 413
2153 1000016972 413
2154 1000000569 413
2155 1000014901 412
2156 1000001280 412
2157 1000006026 411
2158 1000015079 411
2159 1000015680 410
2160 1000016542 410
2161 1000016400 410
2162 1000004650 410
2163 1000022397 409
2164 1000013135 409
2165 1000003806 408
2166 1000001884 408
2167 1000011431 407
2168 1000012997 407
2169 1000006460 407
2170 1000004137 406
2171 1000017911 405
2172 1000006360 405
2173 1000019209 405
2174 1000013387 405
2175 1000020767 405
2176 1000005760 404
2177 1000008105 404
2178 1000010671 403
2179 1000004090 403
2180 1000005434 403
2181 1000015641 402
2182 1000022317 402
2183 1000002277 402
2184 1000012591 402
2185 1000006004 401
2186 1000012891 401
2187 1000002898 400
2188 1000015002 400
2189 1000006000 399
2190 1000019075 399
2191 1000016943 399
2192 1000006477 399
2193 1000001401 398
2194 1000003289 398
2195 1000012577 398
2196 1000010017 398
2197 1000014625 397
2198 1000018964 397
2199 1000014934 397
2200 1000019012 396
2201 1000001591 396
2202 1000010730 396
2203 1000017862 396
2204 1000012264 395
2205 1000014873 395
2206 1000015788 395
2207 1000000724 394
2208 1000016369 394
2209 1000018573 392
2210 1000015350 392
2211 1000005513 391
2212 1000016686 391
2213 1000010847 390
2214 1000010669 390
2215 1000001894 390
2216 1000015476 390
2217 1000002227 390
2218 1000017715 389
2219 1000012107 388
2220 1000001910 388
2221 1000018358 388
2222 1000015371 388
2223 1000005704 388
2224 1000003804 387
2225 1000008937 387
2226 1000000297 387
2227 1000021458 387
2228 1000016583 386
2229 1000002008 386
2230 1000015720 386
2231 1000008761 385
2232 1000003793 385
2233 1000011700 385
2234 1000009944 384
2235 1000013660 384
2236 1000019526 384
2237 1000015034 384
2238 1000018037 383
2239 1000015520 383
2240 1000017075 381
2241 1000018152 380
2242 1000018906 380
2243 1000003784 380
2244 1000013705 379
2245 1000015682 379
2246 1000000715 379
2247 1000014065 379
2248 1000010969 379
2249 1000006565 377
2250 1000018404 377
2251 1000002652 377
2252 1000012299 377
2253 1000003155 376
2254 1000004167 376
2255 1000013174 376
2256 1000005481 376
2257 1000019647 376
2258 1000013732 376
2259 1000002170 375
2260 1000008803 375
2261 1000017306 374
2262 1000019528 373
2263 1000009972 373
2264 1000008425 372
2265 1000000480 372
2266 1000000966 372
2267 1000003489 371
2268 1000015734 371
2269 1000000478 371
2270 1000002699 371
2271 1000000822 371
2272 1000013554 370
2273 1000013561 370
2274 1000013439 369
2275 1000003464 369
2276 1000000818 369
2277 1000001406 369
2278 1000018695 369
2279 1000020717 368
2280 1000008973 368
2281 1000022514 367
2282 1000010631 367
2283 1000015861 366
2284 1000005860 366
2285 1000016149 366
2286 1000019514 366
2287 1000006694 365
2288 1000006555 365
2289 1000016773 365
2290 1000012851 364
2291 1000003025 364
2292 1000001252 364
2293 1000019671 364
2294 1000005469 364
2295 1000008381 363
2296 1000015481 363
2297 1000006817 363
2298 1000002021 362
2299 1000016292 362
2300 1000018697 362
2301 1000003320 361
2302 1000005848 361
2303 1000009591 360
2304 1000015859 360
2305 1000018646 360
2306 1000016142 360
2307 1000015354 360
2308 1000016674 360
2309 1000003919 360
2310 1000016621 359
2311 1000005736 359
2312 1000005527 359
2313 1000009985 359
2314 1000011817 359
2315 1000000799 359
2316 1000021804 359
2317 1000000572 358
2318 1000016498 358
2319 1000002330 358
2320 1000016742 358
2321 1000006014 358
2322 1000003699 357
2323 1000012487 357
2324 1000018958 356
2325 1000012563 356
2326 1000010826 356
2327 1000012552 356
2328 1000009388 356
2329 1000017767 355
2330 1000000664 355
2331 1000002500 355
2332 1000016350 354
2333 1000016075 353
2334 1000011981 353
2335 1000005954 352
2336 1000014549 352
2337 1000014369 352
2338 1000012495 351
2339 1000016264 351
2340 1000008797 351
2341 1000017742 350
2342 1000012554 349
2343 1000019981 349
2344 1000006815 349
2345 1000015588 349
2346 1000019977 348
2347 1000018616 348
2348 1000014988 348
2349 1000012361 347
2350 1000005892 347
2351 1000004257 347
2352 1000018427 346
2353 1000002018 346
2354 1000003021 346
2355 1000011415 346
2356 1000003439 345
2357 1000022215 345
2358 1000015150 345
2359 1000002496 345
2360 1000002304 344
2361 1000002389 344
2362 1000002421 344
2363 1000014192 344
2364 1000015346 344
2365 1000016655 344
2366 1000018716 343
2367 1000006454 343
2368 1000016134 343
2369 1000007001 343
2370 1000006833 342
2371 1000011959 342
2372 1000012451 342
2373 1000012289 342
2374 1000018628 341
2375 1000005662 340
2376 1000008670 340
2377 1000014600 340
2378 1000011470 339
2379 1000014887 339
2380 1000015008 339
2381 1000016959 339
2382 1000003917 339
2383 1000015812 339
2384 1000014333 339
2385 1000005403 339
2386 1000012391 338
2387 1000002179 338
2388 1000012295 337
2389 1000012546 337
2390 1000017790 337
2391 1000007182 336
2392 1000014818 336
2393 1000017697 336
2394 1000018402 336
2395 1000018648 336
2396 1000015192 335
2397 1000016095 335
2398 1000003745 335
2399 1000013870 335
2400 1000005854 334
2401 1000016109 334
2402 1000005716 333
2403 1000014559 333
2404 1000018602 333
2405 1000010577 333
2406 1000003655 333
2407 1000007772 333
2408 1000002617 333
2409 1000017210 333
2410 1000002198 333
2411 1000012389 332
2412 1000014966 332
2413 1000016538 332
2414 1000019102 332
2415 1000016256 332
2416 1000003013 331
2417 1000018699 330
2418 1000014427 330
2419 1000018164 329
2420 1000003587 329
2421 1000007437 329
2422 1000007403 328
2423 1000015256 328
2424 1000017905 328
2425 1000008801 327
2426 1000004325 327
2427 1000001286 327
2428 1000018054 327
2429 1000001240 326
2430 1000010134 326
2431 1000002633 326
2432 1000005858 325
2433 1000018360 325
2434 1000018491 324
2435 1000020745 324
2436 1000011715 324
2437 1000005647 324
2438 1000006308 323
2439 1000004408 322
2440 1000002025 322
2441 1000018174 322
2442 1000002413 322
2443 1000000574 322
2444 1000019446 322
2445 1000001282 321
2446 1000010624 321
2447 1000000459 321
2448 1000002747 320
2449 1000005336 320
2450 1000003584 320
2451 1000003808 320
2452 1000015516 320
2453 1000017740 320
2454 1000018058 319
2455 1000003572 318
2456 1000016200 318
2457 1000000555 318
2458 1000019492 317
2459 1000002164 316
2460 1000000671 315
2461 1000000291 315
2462 1000011965 315
2463 1000005764 314
2464 1000015750 314
2465 1000007150 314
2466 1000003484 314
2467 1000005438 313
2468 1000017872 313
2469 1000014175 313
2470 1000003500 313
2471 1000000401 312
2472 1000015217 312
2473 1000006394 312
2474 1000016117 311
2475 1000002113 311
2476 1000018390 311
2477 1000017749 310
2478 1000012755 310
2479 1000008621 309
2480 1000020719 309
2481 1000012113 309
2482 1000001932 309
2483 1000016252 309
2484 1000003236 308
2485 1000003345 308
2486 1000005862 308
2487 1000017921 308
2488 1000012283 307
2489 1000004454 307
2490 1000007377 306
2491 1000010166 306
2492 1000000849 306
2493 1000012234 306
2494 1000003875 306
2495 1000000769 306
2496 1000004251 305
2497 1000008981 305
2498 1000018865 305
2499 1000012117 304
2500 1000012641 304
2501 1000018828 304
2502 1000011849 304
2503 1000008964 304
2504 1000020429 303
2505 1000017788 303
2506 1000016472 303
2507 1000002206 303
2508 1000016754 303
2509 1000017751 302
2510 1000000514 302
2511 1000012827 302
2512 1000019178 302
2513 1000014313 301
2514 1000013858 301
2515 1000010952 301
2516 1000010072 300
2517 1000006722 300
2518 1000017967 300
2519 1000000593 300
2520 1000010143 300
2521 1000012434 299
2522 1000003029 299
2523 1000005780 299
2524 1000007320 299
2525 1000001296 298
2526 1000005590 298
2527 1000012518 297
2528 1000005422 297
2529 1000007916 297
2530 1000005362 297
2531 1000007353 297
2532 1000014169 297
2533 1000004398 296
2534 1000002231 296
2535 1000005810 296
2536 1000017923 296
2537 1000020689 296
2538 1000004384 295
2539 1000002393 295
2540 1000012401 295
2541 1000016406 295
2542 1000014708 295
2543 1000015510 295
2544 1000017723 295
2545 1000018443 294
2546 1000014859 294
2547 1000004351 294
2548 1000015456 293
2549 1000012064 293
2550 1000012371 293
2551 1000014545 293
2552 1000016970 293
2553 1000001579 292
2554 1000000685 292
2555 1000017818 292
2556 1000003307 292
2557 1000004270 292
2558 1000015036 291
2559 1000020735 291
2560 1000016516 291
2561 1000007545 290
2562 1000014539 290
2563 1000017725 290
2564 1000001934 290
2565 1000004394 290
2566 1000002235 290
2567 1000003277 289
2568 1000002219 289
2569 1000018938 289
2570 1000000468 289
2571 1000015462 289
2572 1000005650 289
2573 1000006493 289
2574 1000019877 288
2575 1000012600 288
2576 1000015006 287
2577 1000017755 287
2578 1000018056 287
2579 1000013237 287
2580 1000016424 287
2581 1000005806 286
2582 1000005682 286
2583 1000006847 286
2584 1000003357 286
2585 1000008870 285
2586 1000002403 285
2587 1000000566 285
2588 1000022383 285
2589 1000003566 284
2590 1000002737 284
2591 1000016387 284
2592 1000001912 284
2593 1000016728 284
2594 1000020405 283
2595 1000005786 283
2596 1000014746 283
2597 1000006835 283
2598 1000002977 281
2599 1000013830 281
2600 1000017806 281
2601 1000005334 281
2602 1000013031 281
2603 1000003629 281
2604 1000020860 281
2605 1000015806 280
2606 1000012387 280
2607 1000017083 280
2608 1000010013 280
2609 1000002346 280
2610 1000007698 280
2611 1000012841 279
2612 1000008363 279
2613 1000018039 279
2614 1000013666 279
2615 1000019054 279
2616 1000000499 279
2617 1000008068 279
2618 1000005428 279
2619 1000003412 278
2620 1000006129 278
2621 1000014406 278
2622 1000012228 278
2623 1000020407 278
2624 1000015032 278
2625 1000003967 278
2626 1000021524 277
2627 1000014379 277
2628 1000005948 277
2629 1000004105 277
2630 1000001305 277
2631 1000003631 277
2632 1000012639 276
2633 1000013349 276
2634 1000007347 276
2635 1000015140 276
2636 1000000828 276
2637 1000004219 275
2638 1000015121 275
2639 1000018308 275
2640 1000010447 275
2641 1000008858 275
2642 1000014015 274
2643 1000015224 274
2644 1000008541 274
2645 1000019504 274
2646 1000018172 273
2647 1000003989 273
2648 1000000289 273
2649 1000016696 272
2650 1000000536 272
2651 1000003420 272
2652 1000015182 272
2653 1000006623 272
2654 1000003336 272
2655 1000005307 271
2656 1000015568 270
2657 1000007357 270
2658 1000019474 270
2659 1000018396 270
2660 1000017812 269
2661 1000006843 269
2662 1000013599 269
2663 1000005972 268
2664 1000007126 268
2665 1000001892 268
2666 1000002586 266
2667 1000004339 266
2668 1000015836 266
2669 1000015068 266
2670 1000010732 266
2671 1000016615 266
2672 1000016490 265
2673 1000013414 265
2674 1000005296 265
2675 1000015910 264
2676 1000005838 264
2677 1000003578 264
2678 1000000630 264
2679 1000005517 264
2680 1000018051 263
2681 1000016364 263
2682 1000003668 263
2683 1000005672 263
2684 1000009398 263
2685 1000007443 262
2686 1000006366 262
2687 1000009368 262
2688 1000000851 262
2689 1000006310 262
2690 1000013061 261
2691 1000008996 261
2692 1000006994 261
2693 1000003301 261
2694 1000003637 261
2695 1000003718 261
2696 1000012352 260
2697 1000008889 260
2698 1000009962 260
2699 1000015818 260
2700 1000004438 259
2701 1000000726 258
2702 1000018185 258
2703 1000002111 258
2704 1000003839 258
2705 1000013068 257
2706 1000015184 257
2707 1000014392 257
2708 1000006712 257
2709 1000016422 257
2710 1000019123 257
2711 1000019512 257
2712 1000019398 257
2713 1000006491 257
2714 1000004329 257
2715 1000018317 256
2716 1000010408 256
2717 1000000622 256
2718 1000017193 256
2719 1000018233 255
2720 1000017501 255
2721 1000017633 255
2722 1000018606 255
2723 1000016536 255
2724 1000005489 255
2725 1000018624 255
2726 1000013838 255
2727 1000012817 254
2728 1000022195 254
2729 1000010182 254
2730 1000012457 254
2731 1000015242 254
2732 1000019018 253
2733 1000015081 253
2734 1000021452 253
2735 1000017987 253
2736 1000009291 253
2737 1000019582 252
2738 1000005656 252
2739 1000000677 251
2740 1000017826 250
2741 1000002429 250
2742 1000004540 250
2743 1000015521 249
2744 1000016635 249
2745 1000006700 249
2746 1000001273 249
2747 1000015708 248
2748 1000002181 248
2749 1000018160 248
2750 1000020015 248
2751 1000012030 248
2752 1000018489 248
2753 1000005594 248
2754 1000014728 248
2755 1000002729 248
2756 1000013697 248
2757 1000002481 247
2758 1000017842 247
2759 1000005284 247
2760 1000000763 247
2761 1000009303 246
2762 1000018047 246
2763 1000008656 246
2764 1000012393 246
2765 1000006790 246
2766 1000018904 246
2767 1000016352 246
2768 1000008891 245
